customer_tweet_id,customer_text,golden_intent
315503,@115850 @AmazonHelp Success! Found the 'bug'. Pantry not accepting more than 10  per order! (Any rewards for finding bug 😂😂),
338561,@AmazonHelp Can we speak Spanish please?,
161965,"Donc le livreur a oublié mon paquet que j'ai commandé sur @120533, sur la poubelle hier en laissant l'avis de passage... ce qui fait que je n'ai pas de colis et que je le verrais sans doute jamais...parfait!!!",
324191,Pourquoi aller se faire plumer au casino quand on peut jouer à gagné ou Colis privé (Amazon Logistics) ? https://t.co/Buk0VAmNeN,
297970,Beware of buying ANYTHING from @14865 @1445 products. Will NOT warranty defective items. Bought from @115821 and they cant authenticate,
86097,"@115830 great packaging, most missing but hey!! https://t.co/1JQ1Huj7RG",
301049,"@AmazonHelp AMZCA with a track # TBC008655756009 

Help has been frustrating to come by. This driver had very specific instructions, ignored them 2X",
167939,"Dear @117634 , I enjoy my device but wish I could select a 'no thanks' for 'bookmarks on most visited' banner - it's rather annoying.",
77424,"@AmazonHelp No, i dont talk privately , i talk here in public, because they dont know what terrible your service and customer support @115850 
#UNINSTALLAMAZON",
180304,@AmazonHelp Is anyone there who can help me in this coz it’s been long now,
40386,@AmazonHelp Recently had a number of orders that haven't been left in safe place despite this being requested. Why not? 1/2,
145719,"se vc acha que um kindle é um investimento caro

ele se paga em livros MUITO RAPIDO pq a @117086 é ridícula e fica fazendo promoção sem parar",
125311,@AmazonHelp 以前もガルパン配信されててそのときまだプライムに入会していなかったので今回はがっつり観させてもらいます！！わーいやった！！,
80617,"@AmazonHelp Alexa war oft vom Strom - wir haben einigen Lampen in Räume zusammengefasst, jetzt heißt es immer, dass möglicherweise kein Strom fließt (Lampen sind aber angeschaltet). Den Fehler haben wir seit 2 oder 3 Tagen. Aber keine Einstellungen geändert.",
318281,@AmazonHelp Q1 was if it's possible 2 duplicate a list 4 multiple recipients as I want 2 send care packages 2 family in PR. Q2 are you delivering 2PR?,
314751,@AmazonHelp Yes... Still no call back,
10660,My package from @115821 was supposed to arrive today. Now it not coming till Friday. Why the hell do I pay for prime. Doesn't do shit.,
287998,@AmazonHelp M doing that every day check ur mails,
21469,@AmazonHelp First thing i have not possible for self return. So pls arrange from your hand,
132515,@132994 Today someone tried to scam me using your name. May be you should post that you don't offer any such offers for the benefit of gullible customers. #AmazonIndia #dontmesswithahyderabadi #scammers https://t.co/bFdTRKREJl,
128800,"@AmazonHelp Nope, no new delivery date. My account still says expected Nov. 22",
322869,@AmazonHelp @122232 15:10 on a Saturday &amp; have not received any notification of expected delivery. When should we accept it's not arriving,
318851,@AmazonHelp No. But is that where I submit bug reports?,
156775,"@AmazonHelp I ordered call of duty on ps4 yesterday, but my little brother came on and cancelled my order and is no longer in stock!! Any help please",
232733,@115830 being a prime member I was supposed to get this yesterday and now it's changed? https://t.co/ZlyGje3pT4,
54408,@AmazonHelp et pour l'avis de passage ? j'en fais quoi ? la poste peut me filer mon colis avec ce petit bout bois ?,
205695,@115833 @5503 Why is #MultiRoom Audio and #AlexaCalling not enabled on my UK based #Alexa system? (App doesn't show these options!),
276512,"the Echo &amp; Alexa line up is amazing, thanx for getting it to India, the dot variant will be a hit among students.
@115851 @115850",
91375,@AmazonHelp Vous voulez pas une photo de la CB aussi?,
118797,"@AmazonHelp hello! Can you please explain why my prime delivery, which was going to be delivered today, has not arrived?",
247057,"@AmazonHelp  bunch of useless. I was waiting delivery 4 today, been all day at home and I had an email saying delivery attempted no1 at home",
234753,@AmazonHelp this takes me to a log in page?.. I can't find the information required without logging in...which i cannot do :(,
291347,"@AmazonHelp If you are unable to check in your back-end &amp; have no access to it, why bother to solve? Let @115850 turn bankrupt. Customer isn't imp 4 u",
15299,@AmazonHelp I have replied to the email... lets see if I can get positive and useful response atleast once after so much escalation @115851,
74319,@AmazonHelp Bei 'The Man in the High Castle'. :) https://t.co/yGhMaAkh3T,
246400,@AmazonHelp Not getting support instead of many reminders 9873930121,
277163,[Thread] 1) How to start your afternoon off in a heartracing fashion: Take one @115830 delivery driver. Get him to not use either...,
134840,Bereitet sich @116316 auf die Weihnachtszeit vor? https://t.co/Goj9Ur2Zgl,
272426,@115850 @122424 @1469 Any exchange offer for Lenovo K8 Note on ur Diwali sale? Pl give spl offer for my K8 Note.,
74588,@AmazonHelp Hi. Could you please provide an update. Would be useful if you could let me know by when I can expect a refund of the money for which I received trash.,
124024,@115821 sent a book to my father for a gift this week and the spine was already separated from the binding.  How can I request a replacement?,
319786,"@115821 es un timo.
Llevo dos semanas esperando dos simples estuches y mi amigo casi tres meses unos funkos
Espero respuesta",
197856,Hey @115850 this shoe costs 1499/- across all sizes in Decathlon stores so stop cheating and increasing the price for larger sizes. https://t.co/gtvFGVYXi1,
256613,@AmazonHelp You people took my money and then closed my account saying that I am a fraud this is my only account and I have never used any other.,
77502,"Amazon España, ya que no habéis mandado mis productos, (comprados más caros, simplemente para que llegaseN HOY) al menos mandadlo para que llegue mañana. Que lo tenéis ahí parado. 😧 @115821 https://t.co/fN0RsGgfSd",
246483,@115850 haven't received the product yet. It's been more than 15 days https://t.co/kK5OIBRAbR,
319515,@115850 Below message on WhatsApp true or spam?? https://t.co/29vl8ORWCQ,
298988,@AmazonHelp I did get a different delivery that was due Monday. That's twice this week the delivery was swapped. Also I need today's delivery for Sun. 😯 y'all a hot mess.,
