customer_tweet_id,customer_text,golden_intent
270293,"@AmazonHelp Still showing MRP 10975, you are just misleading your customers. Please me exact percentage of difference or delivered me with MRP 10975",product_seller
334090,@115850 size issue is there in branded clothing sections..plz update them asap..make the filter/sorting section of app more user friendly.,technical_device
135050,"@AmazonHelp Yes I have, crossed checked my Credit Card as well, used to for other purchase on a different website but happened twice at Amazon..",refund_payment
83399,@AmazonHelp Wow could you guys suck anymore you disconnected my chat window when trying to get this resolved,complaint_service
74613,"@115821 has been disappointing lately. The only reason I have prime is for the 2 day shipping, my last 3 orders have all been hella late. Don’t make promises, what you can’t keep. 😢",delivery_missing
291318,@AmazonHelp Also I preordered this book over a month ago.,order_preorder
255070,@AmazonHelp @115850 Please reply soon. Deal is getting over soon. Ping.,general_other
91393,@AmazonHelp How can you find my order of i didnt ordered it!! My brother ordered it for me and i received a defective one. And you are not listening at all. Provide me a refund!! This is going to be my last tweet if you are not going to solve @115850,refund_payment
274697,"@AmazonHelp No reply frm ur team ,evry time i need to beg them..#worstservice#",complaint_service
281426,"@AmazonHelp I've been rung about 15 times today. I didn't contact CS. I have now spoken to someone and the calls have stopped, thankfully. Thank you.",general_other
230223,@115821 I have been a loyal customer but sadly have been cheated. I brought an iPhone 6s 128gb last year and when it gave issues i took it,technical_device
173445,"Hola @AmazonHelp  necesito de su ayuda, ya que hoy tenían programado una entrega de un libro que compre un día para otro y a un no llegue el libro que compre espero que me pueda ayudar.",delivery_missing
274605,@AmazonHelp just got a reply from the customer services team and they've refunded me. would have been nice to have had my case but what can ya do (:,general_other
153677,"@AmazonHelp Thanks, that's what I wanted to hear.",general_other
180595,"@115851 @115850 Hi Team ,  As sugessted I have gone ahead and raised the dispute and its filled with you by my bank.. Request u to please call &amp; update....",refund_payment
42553,@AmazonHelp I don't think the package is damaged.Rather carrier communication issue. Why else the changing stories ?found out about return from email.,delivery_missing
142857,@AmazonHelp Not able to access the link can you DM me a number.,general_other
222664,@AmazonHelp Grazie. Una volta ordinato basta ritagliare gli adesivi per adattarli alla dimensione del PC?,general_other
142128,"Estoy hasta los .... de los señores de @80, no sé si se ríen de mí, de @116928 o de ambos...",general_other
42477,@AmazonHelp Nothing at all.,general_other
337433,wieso springt meine Alexa immer während Filmen an @116316,technical_device
140925,@115821 goods never received on March order.  Repeatly contacted seller. #help,delivery_missing
250584,@AmazonHelp The estimated time is usually twice as long as reality and customers know that. Est delivery in this case is 23-24. It's going to be tough to name it by Fri. The other piece ordered was here on the 20th.,delivery_missing
69858,@116928 tengo un problema con un envio. Correos me dice que no lo tienen pero la pagina de amazon si pone que ha llegado al transportista gracias,delivery_missing
272442,@116875 te amo,general_other
108143,@117804 Comprei ;),general_other
142911,¿Alguien sabe cuánto dura el Black Friday de @116928? ¿Es solo hoy?,general_other
86217,@AmazonHelp Hola... acordamos la entega dia de ayer pero nadie se ha reportado,delivery_missing
320363,"@AmazonHelp wrst srvce, bought moto g5 S + , rported prblm within 10 days but no one is replacing the product. @118702 @4030",return_cancellation
20734,"@120533 @120534 J'ai demandé le remboursement @120533
Coucou @120535 plus la peine de vous pointer (si un jour vous pensiez vraiment livrer)",refund_payment
206000,@AmazonHelp Please read this conversation thread. We’ve been through this already,general_other
129713,@AmazonHelp I completely give up your new in android app chat support is useless and the agents are rude,complaint_service
284322,@115821 I ordered &amp; did online payment.its not delivered to me. when I call the CS# it says its already delivered. Order 405-9931641-9996321,delivery_missing
25952,@AmazonHelp Fresh completely ignored my messages and you guys just ask how u can help then disappear when i ask. https://t.co/XPjmFqRyA4,complaint_service
334905,@120474 I still haven't received my tickets for Micky Flanagan on the 12/10/17. Please help!!,delivery_missing
169549,It sucks when you pay extra for @115830 #prime next day delivery on something you ordered Wednesday and see this in your inbox on Friday night. What exactly am I paying extra for? https://t.co/gryAUlYEZr,delivery_missing
322608,@AmazonHelp @115850 Am sorry the portal link shared is not accessible. Please advise.                                       Order# 402-7304771-1258725 https://t.co/i9NSPiTxUA,technical_device
215037,@AmazonHelp hi i pre ordered star wars battlefront 2 and haven’t received my beta code,order_preorder
301085,Wow @AmazonHelp https://t.co/XnorRAovPg,general_other
327081,"Would love to know what's going on with @115821, taken £79 out of my account for Prime yet apparently I don't have prime? Thanks for that.",account_prime
142929,@AmazonHelp Pues que llevo desde las ocho y media de la mañana intentndo colgar un libro. Y es imposible.,general_other
105082,@AmazonHelp Leider kam es gestern nicht und heute auch nicht... im System steht seit gestern Ankunft zw gestern und morgen beim Kauf wurde mir aber der Mittwoch garantiert...,delivery_missing
183721,@119625 Hey prime video team is there any option to change aspect ratio from 4:3 to 16:9. I am watching doreamon.,prime_video_digital
324458,@AmazonHelp PLEASE HELP. my account has been hacked. i’ve sent a dm about all the info,account_prime
185811,@115850 Today my iPhone should have been delivered but till it isn't delivered. Kindly deliver it. https://t.co/ZMRbtoM6z0,delivery_missing
326385,"@AmazonHelp so if it says dispatched on the 13th, which is my birthday by the way, will i be charged on my birthday ?",refund_payment
59520,@115850 When will iPhone X will be back in stock?,product_seller
125334,"@116875 Hola amazon, necesito saber que pasó con un pedido que me tenía que llegar hoy, mi código de rastreo no sirve",delivery_missing
24959,"@AmazonHelp I will not do that, m fed up of doing thst and you people keep repeating same, now just refund my money",refund_payment
297379,"@AmazonHelp @115850 
If you could kindly make a note https://t.co/qXysA4JMH2",general_other
18721,"@AmazonHelp Seems like it's a random issue, checked just now mike and molly episodes are back",prime_video_digital
197381,Oi @117086 tenho interesse rs!,general_other
95432,@AmazonHelp Grazie!,general_other
63981,hola @116928 no se nada de mi pedido  403-3195704-8493158. 😅Me pueden ayudar? Gracias¡,delivery_missing
316531,@115850 worst customer care support from your site ..I didnt expect this from brand name of yours,complaint_service
71935,"@AmazonHelp Good morning, do you have any information about when will Intel Core i5 8400 CPU be available to buy? Thanks!",product_seller
274860,@AmazonHelp 楽しみ過ぎて待てないです,general_other
126365,@AmazonHelp anyone here for some quick chat,general_other
107236,"Today I had an @115830  delivery driver break into my locked garage to deliver my parcel... Points for determination, but negative points for breaking and entering.
#whatweretheythinking",delivery_missing
128720,"@115850 when you can't facilitate what has been committed, then what is the use of Amazon prime membership.",complaint_service
69633,@AmazonHelp Why are you still showing it as available next day?,delivery_missing
170997,I ordered it this morning to arrive tomorrow. Get your shit together @115821 https://t.co/2S0otUQnXj,delivery_missing
278847,"@AmazonHelp Yes.. 2 have been returned fine(collection) One is still awaiting return.
I'm tweeting to complain about how we've been treated.",return_cancellation
328716,@115850 hey guys how can I change the default Kindle device ? I have a couple of devices in my account and it annoying each and every time to change the device. I want to set one I use more frequently as a default one to send the sample or purchased books directly,technical_device
5127,@AmazonHelp And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. https://t.co/69tW0B5r9H,refund_payment
280200,"Amazonでスーファミミニを予約して楽しみに待ってたのに、突然配送が戻されて、勝手に注文がキャンセルされてる！怒り爆発で電話したら、『至急担当からメールさせます』と言ったきり連絡もなく。
こちらに不備はないのに何故？もう怒りと悲しみで倒れそう(；ω；)",return_cancellation
313444,@AmazonHelp Yes. I tried. 4-5 times. Each time told a different reason. It's been more than 2 wks that I ordered the product.,delivery_missing
226085,"@AmazonHelp Okay, kann ich den Artikel denn jederzeit stornieren? 
Weil es ja kein garantierten Termin gibt? 
Wann wird das Geld abgebucht?",return_cancellation
142958,"Feel good having done most of my shopping early, but if Rafael van der Vaart is going cheap on Amazon at 10.30 tonight I'll be on it like Sonic.",general_other
130873,アマゾンからお届けものきたぞー https://t.co/hGb3AsgQqs,general_other
140935,"@AmazonHelp Your delivery service has lost my parcel, but are saying it has been delivered. It can't possibly have been as no one was home. What exactly am I supposed to do now?",delivery_missing
66204,"@AmazonHelp I’m afraid I need to retract that?!  After numerous emails &amp; phone calls, still not sorted! The words were great, just not the actions to follow it up 😩😩😩",complaint_service
77628,"@4586 genau so schnell wie @116316 #Prime, trotz Vorkasse #respekt  #primefailed https://t.co/xpGShy0Wlq",delivery_missing
274254,@AmazonHelp Your system doesn't allow me to request a call back via a switchboard and extension number,complaint_service
250682,"@AmazonHelp Ya solicité mi devolución 
Muchas gracias",return_cancellation
132372,@AmazonHelp I ordered item Order # 026-9925496-9968316 on the 17th Nov via Prime. It has still not arrived. Any ideas where it is??? Not happy!,delivery_missing
166506,@AmazonHelp Hey. Yes it is up to date. Same with the app which needed a download then an instant update. It’s just stuck on that loop. All other apps work. I looked at that link before and checked against it. Any other ideas? Have you had issues with the PS3 app at all?,technical_device
282181,@AmazonHelp @AmazonHelp @115850 ur team not giving me proper response abt my product if u r not able do this plz closed your shop not go to home...,complaint_service
120164,"@AmazonHelp AMZL US?

And says it was out for delivery but status says it's lost.",delivery_missing
10631,"el soporte al cliente de @115821 es tan buena onda, que dan ánimos de contactarlos sólo para platicar con ellos :P",general_other
180119,@AmazonHelp Any updates ?,general_other
322017,@AmazonHelp Filled the form,general_other
317502,@AmazonHelp Sold by Poundmax,product_seller
132530,"@AmazonHelp Thanks for getting back :) there is a vicious rumour that it will be back later, if (a big If, I know) it is, the current product page says it won't ship to Northern Ireland. Would there be any way around this?",product_seller
265005,l refuse to order through amazon until they stop using their shitty yellow envelopes as literally my past 5 orders have come damaged.,delivery_missing
256688,@115850 when will I get cash back and how ?,refund_payment
172285,Super #kawaii #kitty #phonecase from #Amazon @115821 https://t.co/bz7WFVG0te,general_other
67427,@11__credit_card__ could you please provide me whose delivering this and his number cause I gotta leave my house soon,delivery_missing
295380,Ordered a Disney jigsaw puzzle from @115830 as a present for my mum’s birthday and it comes like this! Good job it wasn’t a surprise 😡😡😡 https://t.co/bdDdjp0FIy,general_other
21852,@AmazonHelp I attached the snapshot of that,general_other
44711,"@AmazonHelp Por un vendedor externo , SuperStore2014 se llama.",product_seller
210485,"Anyone ever order something from @115821 and for some reason gets delivered to freaking New Brunswick, NJ... but you live in SoCal?? 🤦🏻‍♀️",delivery_missing
74314,@AmazonHelp And then it turns up at 20:30. FFS!,delivery_missing
134924,"@AmazonHelp I have another parcel being delivered today, but this one (the only one I actually care about selfishly), seems to be in the ether.",delivery_missing
266859,@AmazonHelp my package says delivery but there is nothing at my door! How do I report it??,delivery_missing
156663,"@AmazonHelp Yes they did, but the products haven't come",delivery_missing
224842,@AmazonHelp It's on Amazon.in but transaction has been made on .uk,refund_payment
336150,@AmazonHelp Xbox one nba 2k18,general_other
197961,"@AmazonHelp @115851 was told someone from mobile will give a visit, but no one care. Issue still not resolved. Please initiate return",return_cancellation
223937,"@AmazonHelp @115850 I demand compensation as your representative kept making false statements. As you old, I have removed the order no from screenshot https://t.co/SWww7Fe0JW",complaint_service
336546,@AmazonHelp thank you for your help tonight 👍🏼 https://t.co/ErHQ6afOPI,general_other
91244,"Amazon Selling Fake Bose Speakers in India #Not offering Replacement #Fake Discount @AmazonHelp @ Amazon Scam in India #Poor CX #@5340 @131283 @132458 @132460 @119341 @115851 @121927 @135788 @5341 
@135789 @135788 @5342 @1755",product_seller
205194,プラネテスがAmazonプライムに追加されてる。DVD持ってるけど見るか。,prime_video_digital
64202,"@AmazonHelp The form/link I was sent was my details for somebody to call me back, I’ve never given my email. Is there a number for a call centre in England I can ring? Or can you arrange for somebody to call me.",complaint_service
170919,"@116875 buenas tardes Necesito ponerme en Contacto con algun especialista de cuenta, tuve un problema con la mia y por correo me atiende un bot y esto no me brinda la atención que necesito. agradeceria su ayuda.",account_prime
207605,"@AmazonHelp ¡Bandas sonoras! Pero de alguien en particular, ¡adivinen!",general_other
331259,@AmazonHelp Je suis le seul a savoir que j’ai commander quelques chose🤔 et la personne du relais colis vérifie bien la carte d’identité,delivery_missing
130812,"@115850 hello good people of Amazon, my bf ordered a Polaroid camera but ended up paying 5k for a micro-usb cable? https://t.co/va6JAlwpAL",product_seller
127434,"O pedido que fiz às 18h de ontem na @117086 já consta como enviado e com código de rastreio! Excelentes descontos e frete grátis! Isso é que é eficiência na Black Friday, viu?! 🤘🏻👏🏻👏🏻👏🏻👏🏻🙏🏻🙌🏻",general_other
315503,@115850 @AmazonHelp Success! Found the 'bug'. Pantry not accepting more than 10  per order! (Any rewards for finding bug 😂😂),general_other
338561,@AmazonHelp Can we speak Spanish please?,general_other
161965,"Donc le livreur a oublié mon paquet que j'ai commandé sur @120533, sur la poubelle hier en laissant l'avis de passage... ce qui fait que je n'ai pas de colis et que je le verrais sans doute jamais...parfait!!!",delivery_missing
324191,Pourquoi aller se faire plumer au casino quand on peut jouer à gagné ou Colis privé (Amazon Logistics) ? https://t.co/Buk0VAmNeN,delivery_missing
297970,Beware of buying ANYTHING from @14865 @1445 products. Will NOT warranty defective items. Bought from @115821 and they cant authenticate,product_seller
86097,"@115830 great packaging, most missing but hey!! https://t.co/1JQ1Huj7RG",delivery_missing
301049,"@AmazonHelp AMZCA with a track # TBC008655756009 

Help has been frustrating to come by. This driver had very specific instructions, ignored them 2X",delivery_missing
167939,"Dear @117634 , I enjoy my device but wish I could select a 'no thanks' for 'bookmarks on most visited' banner - it's rather annoying.",technical_device
77424,"@AmazonHelp No, i dont talk privately , i talk here in public, because they dont know what terrible your service and customer support @115850 
#UNINSTALLAMAZON",complaint_service
180304,@AmazonHelp Is anyone there who can help me in this coz it’s been long now,complaint_service
40386,@AmazonHelp Recently had a number of orders that haven't been left in safe place despite this being requested. Why not? 1/2,delivery_missing
145719,"se vc acha que um kindle é um investimento caro

ele se paga em livros MUITO RAPIDO pq a @117086 é ridícula e fica fazendo promoção sem parar",general_other
125311,@AmazonHelp 以前もガルパン配信されててそのときまだプライムに入会していなかったので今回はがっつり観させてもらいます！！わーいやった！！,prime_video_digital
80617,"@AmazonHelp Alexa war oft vom Strom - wir haben einigen Lampen in Räume zusammengefasst, jetzt heißt es immer, dass möglicherweise kein Strom fließt (Lampen sind aber angeschaltet). Den Fehler haben wir seit 2 oder 3 Tagen. Aber keine Einstellungen geändert.",technical_device
318281,@AmazonHelp Q1 was if it's possible 2 duplicate a list 4 multiple recipients as I want 2 send care packages 2 family in PR. Q2 are you delivering 2PR?,delivery_missing
314751,@AmazonHelp Yes... Still no call back,complaint_service
10660,My package from @115821 was supposed to arrive today. Now it not coming till Friday. Why the hell do I pay for prime. Doesn't do shit.,delivery_missing
287998,@AmazonHelp M doing that every day check ur mails,general_other
21469,@AmazonHelp First thing i have not possible for self return. So pls arrange from your hand,return_cancellation
132515,@132994 Today someone tried to scam me using your name. May be you should post that you don't offer any such offers for the benefit of gullible customers. #AmazonIndia #dontmesswithahyderabadi #scammers https://t.co/bFdTRKREJl,general_other
128800,"@AmazonHelp Nope, no new delivery date. My account still says expected Nov. 22",delivery_missing
322869,@AmazonHelp @122232 15:10 on a Saturday &amp; have not received any notification of expected delivery. When should we accept it's not arriving,delivery_missing
318851,@AmazonHelp No. But is that where I submit bug reports?,technical_device
156775,"@AmazonHelp I ordered call of duty on ps4 yesterday, but my little brother came on and cancelled my order and is no longer in stock!! Any help please",return_cancellation
232733,@115830 being a prime member I was supposed to get this yesterday and now it's changed? https://t.co/ZlyGje3pT4,delivery_missing
54408,@AmazonHelp et pour l'avis de passage ? j'en fais quoi ? la poste peut me filer mon colis avec ce petit bout bois ?,delivery_missing
205695,@115833 @5503 Why is #MultiRoom Audio and #AlexaCalling not enabled on my UK based #Alexa system? (App doesn't show these options!),technical_device
276512,"the Echo &amp; Alexa line up is amazing, thanx for getting it to India, the dot variant will be a hit among students.
@115851 @115850",general_other
91375,@AmazonHelp Vous voulez pas une photo de la CB aussi?,refund_payment
118797,"@AmazonHelp hello! Can you please explain why my prime delivery, which was going to be delivered today, has not arrived?",delivery_missing
247057,"@AmazonHelp  bunch of useless. I was waiting delivery 4 today, been all day at home and I had an email saying delivery attempted no1 at home",delivery_missing
234753,@AmazonHelp this takes me to a log in page?.. I can't find the information required without logging in...which i cannot do :(,account_prime
291347,"@AmazonHelp If you are unable to check in your back-end &amp; have no access to it, why bother to solve? Let @115850 turn bankrupt. Customer isn't imp 4 u",complaint_service
15299,@AmazonHelp I have replied to the email... lets see if I can get positive and useful response atleast once after so much escalation @115851,complaint_service
74319,@AmazonHelp Bei 'The Man in the High Castle'. :) https://t.co/yGhMaAkh3T,general_other
246400,@AmazonHelp Not getting support instead of many reminders 9873930121,complaint_service
277163,[Thread] 1) How to start your afternoon off in a heartracing fashion: Take one @115830 delivery driver. Get him to not use either...,delivery_missing
134840,Bereitet sich @116316 auf die Weihnachtszeit vor? https://t.co/Goj9Ur2Zgl,general_other
272426,@115850 @122424 @1469 Any exchange offer for Lenovo K8 Note on ur Diwali sale? Pl give spl offer for my K8 Note.,product_seller
74588,@AmazonHelp Hi. Could you please provide an update. Would be useful if you could let me know by when I can expect a refund of the money for which I received trash.,refund_payment
124024,@115821 sent a book to my father for a gift this week and the spine was already separated from the binding.  How can I request a replacement?,return_cancellation
319786,"@115821 es un timo.
Llevo dos semanas esperando dos simples estuches y mi amigo casi tres meses unos funkos
Espero respuesta",delivery_missing
197856,Hey @115850 this shoe costs 1499/- across all sizes in Decathlon stores so stop cheating and increasing the price for larger sizes. https://t.co/gtvFGVYXi1,product_seller
256613,@AmazonHelp You people took my money and then closed my account saying that I am a fraud this is my only account and I have never used any other.,account_prime
77502,"Amazon España, ya que no habéis mandado mis productos, (comprados más caros, simplemente para que llegaseN HOY) al menos mandadlo para que llegue mañana. Que lo tenéis ahí parado. 😧 @115821 https://t.co/fN0RsGgfSd",delivery_missing
246483,@115850 haven't received the product yet. It's been more than 15 days https://t.co/kK5OIBRAbR,delivery_missing
319515,@115850 Below message on WhatsApp true or spam?? https://t.co/29vl8ORWCQ,general_other
298988,@AmazonHelp I did get a different delivery that was due Monday. That's twice this week the delivery was swapped. Also I need today's delivery for Sun. 😯 y'all a hot mess.,delivery_missing
