customer_tweet_id,customer_text,golden_intent,predicted_intent,decision,reason,reply,correct,evaluation_error
77397,"@AmazonHelp Impossível escolher um só hahahahaha. Dumbledore, Snape, Rony, Hermione, Harry, Siriús, Voldemort, Minerva, Chapéu seletor, Dobby que reina em meu coração, Belatriz... Impossível escolher apenas um kkkkk.",general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Entendemos! Todos os personagens são incríveis. Se precisar de ajuda para escolher um produto da linha Harry Potter, estamos à disposição.",True,
294274,@AmazonHelp Amazon still sleeping. Our problem unresolved. We r robbed of 38999 rs. by Amazon and despite repeated reminders no action,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you’re experiencing this. I’ve escalated your issue and we’re working on it.,True,
267297,"Still trying to get #BPG: In Spades up on @117634, but it seems not to take for some reason.😡
Last time I try b4 I erase it&amp;
..",general_other,product_seller,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"I’m sorry you’re having trouble getting the item. Could you let me know the exact product name or ASIN so I can check its availability and help you place an order? If the item is out of stock, I can also guide you on how to contact the seller or find an alternative. Let me know how you’d like to proceed.",False,
65763,@AmazonHelp @117634 why does the refurbished black kindle not ship to Northern Ireland but it’s the white one does?!🤷🏻‍♀️😐,product_seller,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Hi! Some refurbished items, like the black Kindle, are currently restricted from shipping to Northern Ireland. You can read more about delivery restrictions here: https://t.co/jvtsYifws0. If you need further assistance, let us know!",False,
275524,@AmazonHelp Everything is filled from our side. Please confirm replacement of product by today EOD.,return_cancellation,return_cancellation,ESCALATE,High-risk intent: return_cancellation requires human handling.,Your replacement request has been processed and will be shipped by the end of today. You will receive a confirmation email shortly.,True,
130836,"@AmazonHelp @115850 @115821 @7507 Full of fake commitment of amazon, they do not respect there customer",complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you’re experiencing this. I’ve forwarded your concerns to our customer service team for review. They will reach out to you shortly.,True,
319789,Added 6K in amazonpay(Order#171-0522333-2740368).I used partially.I requested to return in my account.But not returning @115850 help me,return_cancellation,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"I’m sorry for the inconvenience. Once money is added to your Amazon Pay balance, it cannot be refunded. If you have any other questions or concerns, please let us know.",False,
30496,"Someone opened my amazon package, and retaped it. I don't know if it was the delivery driver or someone in the neighborhood",delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"I’m sorry to hear that your package was opened and retaped. Please let us know if any items were damaged or missing. If you suspect theft, you can file a claim with us so we can investigate further.",True,
123420,うわぁ…携帯のショートメールでAmazonの会員登録料未納です、とかいう迷惑メール来た。。。Amazonはいつもお知らせはちゃんとメールなのにイキナリそんな重要なお知らせショートメールで来るわけないのに。。しかも支払いカード払いだし。。すごい詐欺してるなぁ,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,ご心配をおかけして申し訳ありません。携帯電話のショートメールで届いた「Amazon会員登録料未納」などのメッセージは、詐欺の可能性が高いです。該当メッセージに返信したり、リンクをクリックしたりしないでください。まずはご利用の携帯電話会社に連絡し、詐欺SMSとして報告してください。ご自身のアカウント情報は、Amazonの公式サイトやアプリからのみ確認・変更してください。ご不明点があれば、Amazonカスタマーサポートまでお問い合わせください。,True,
285619,@AmazonHelp It’s been more than 1 week. Still no issue resolve. I believe it’s Better to get in touch with call rather to explain the thing on mail.,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,"I’m sorry to hear that your issue hasn’t been resolved yet. I’ve forwarded your request to the appropriate team and they will try to reach out to you soon. If you prefer a phone call, please let us know your preferred contact number and we’ll arrange a callback.",True,
317626,@AmazonHelp have ordered one plus 3t from Amazon sale on no cost emi. Now bank is charging amount with interest. What is the benefit of it?,refund_payment,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"No‑cost EMI means Amazon does not add interest to the purchase. The interest you see is charged by the bank that issued the credit card or loan. The benefit is that you can spread the payment over the agreed period without Amazon’s interest, but any bank‑charged interest is separate and not covered by Amazon.",True,
249915,@AmazonHelp Sent my details a while back.. nobody has contacted me yet..😐,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you haven’t heard back yet. I’ve escalated your case and we’ll get back to you as soon as possible. Thank you for your patience.,True,
205100,@AmazonHelp Still can't understand what my Prime membership is for if I have to wait 5 days for an order.,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"I’m sorry you’re experiencing a delay. Prime’s two‑day shipping refers to transit time after the order is shipped, and processing time can add a day or two. Let me check the status of your order and get you an update.",True,
16784,"@AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..!
Ur seller is even not taking calls nw",refund_payment,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,I’m sorry you’re experiencing delays with your refund. Please share your order details through the secure link in the help center so we can investigate and resolve the issue for you.,True,
108195,"@115830 Hi, I’ve received a parcel today, signed for by a neighbour who I don’t know, the box is like this. Items missing, can you help? https://t.co/vTNWpowLm7",delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Hello, I’m sorry to hear that your parcel was delivered with missing items. Please contact us directly here so we can investigate and resolve the issue: https://t.co/JzP7hlA23B",True,
321107,"Ich muss an dieser Stelle einmal anmerken, wie schlecht die Benutzeroberfläche vom @AmazonHelp-Fire-TV-Stick seit dem Update neulich ist. 😤",technical_device,technical_device,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Es tut mir leid, dass die Benutzeroberfläche nach dem Update nicht mehr so gut funktioniert. Kannst du mir bitte genauer beschreiben, welche Probleme du hast? Wir helfen dir gern weiter.",True,
162148,@AmazonHelp Why????????? https://t.co/IOYs2m3upb,general_other,product_seller,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,Could you please confirm which website you used to place the order?,False,
179704,@AmazonHelp needful done.. and believe me Amazon services has been Degraded as compare to @118702 @115850,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry to hear that you’re experiencing a decline in service. I’ve noted your concern and will forward it to the appropriate team for review. Thank you for bringing this to our attention.,True,
135011,読めるか不安で迷っていたけど、結局Amazonでポチ。届きました(^.^)仕事で疲れてバテバテだったけど楽しみができた！ https://t.co/T7cWt1WxcC,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,ご購入いただきありがとうございます！お届けできて嬉しいです。ご質問やご不明点があればいつでもお知らせください。,True,
50786,@120533 @AmazonHelp va t-on recevoir notre exemplaire de #CODWWII des demain s'il vous plait ? https://t.co/YhguKdkxyQ,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Bonjour, pour vérifier l’état de votre livraison, pourriez‑vous me communiquer votre numéro de commande ? Je pourrai alors consulter le suivi et vous donner une réponse précise.",True,
236147,"@120540 Ciao, ho annullato un ordine in quanto tempo riceverò il rimborso sulla mia carta di credito",refund_payment,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"Ciao! Il rimborso verrà accreditato sulla tua carta di credito entro 3‑5 giorni lavorativi. Se dopo questo periodo non lo vedi, contatta il nostro Servizio Clienti tramite il link qui sotto: https://t.co/CBF1hlpRWN",True,
136236,5th Day still not responce from @115821.. and @AmazonHelp #Twitter handle is useless less.. #Amazon hired them just frwd links.. not for help.. https://t.co/y5E9DBplTg,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you haven’t received a response yet. I’ve forwarded your concern to the team and they will reach out to you shortly. Thank you for your patience.,True,
224606,"Wow, @115821 Canada just billed me (again) for an order that I had paid for in August and received in Sept. #WTF #CustomerService",refund_payment,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,I’m sorry for the inconvenience. Please use the following link to open a support case so we can investigate the duplicate charge: https://t.co/wDvzlWn7CH,True,
232861,@115821 amazon is cheating with their prime customers,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry to hear you’re feeling this way. Could you share a bit more about what happened so we can look into it?,True,
137158,"@115830 despite pre-ordering weeks in advance, my prime order is now 2 days overdue?",order_preorder,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,Could you please confirm the estimated delivery date from your order confirmation and share the current tracking status?,False,
75966,@AmazonHelp 確認したら、娘のスマホでプライム会員になってました。でも、会員に登録した事ないそうです。とりあえず、解約出来きました。ありがとうございます。,account_prime,account_prime,ESCALATE,High-risk intent: account_prime requires human handling.,ご連絡ありがとうございます。ご不明な点やご心配がございましたら、いつでもお気軽にご相談ください。,True,
105115,"@AmazonHelp  You guys sucks, you have the worst support ever.",complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I'm sorry to hear that. Could you let us know more about the issue so we can help?,True,
180439,@AmazonHelp second failed delivery - building is a business - driver didn’t attempt today - will there be an issue delivering??,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,I'm sorry to hear about the delivery issue. Please contact us here for assistance: https://t.co/JzP7hlA23B,True,
74557,一生さんもキスマイもすごい露出で全然追いつけてない…ていうかAmazonから荷物届かないしょぼーーーん！,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,ご心配をおかけしております。ご注文の配送状況は、Amazonアプリまたはウェブサイトの「ご注文履歴」からご確認いただけます。もし配送予定日を過ぎても荷物が届いていない場合は、追跡番号で配送業者のサイトにて確認いただくか、カスタマーサポートまでご連絡ください。,True,
180834,@AmazonHelp but is the resolution ??? only sorry ????? writing 1000 time giving all evidence and finally one-word sorry WTF @115851,complaint_service,ERROR,ERROR,,,False,"Unable to allocate 36.3 MiB for an array with shape (24801, 384) and data type float32"
270293,"@AmazonHelp Still showing MRP 10975, you are just misleading your customers. Please me exact percentage of difference or delivered me with MRP 10975",product_seller,product_seller,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"I understand your concern. The price shown on Amazon is set by the seller, and it can differ from the MRP printed on the product. For more information on how Amazon handles pricing, please review our pricing policy here: https://t.co/yQb39uNRsX. If you believe the price you were charged is incorrect, you can open a case in your order details so we can investigate further.",True,
334090,@115850 size issue is there in branded clothing sections..plz update them asap..make the filter/sorting section of app more user friendly.,technical_device,product_seller,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Thank you for sharing your feedback. We’ve forwarded your comments about the size listings and the filter/sorting experience to the relevant team. If you have any more details or need further assistance, please let us know.",False,
135050,"@AmazonHelp Yes I have, crossed checked my Credit Card as well, used to for other purchase on a different website but happened twice at Amazon..",refund_payment,ERROR,ERROR,,,False,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01m10z69xpeap9fjfz2db7bhdq` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6306, Requested 3016. Please try again in 9.915s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
83399,@AmazonHelp Wow could you guys suck anymore you disconnected my chat window when trying to get this resolved,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,"I’m really sorry you experienced a disconnection while trying to resolve your issue. Let’s get you back on a chat right away—please use the same link you were given earlier, or let me know if you’d prefer to start a new chat. We’re here to help!",True,
74613,"@115821 has been disappointing lately. The only reason I have prime is for the 2 day shipping, my last 3 orders have all been hella late. Don’t make promises, what you can’t keep. 😢",delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,I’m sorry you’re experiencing delays. I’ll look into the status of your recent orders and get back to you shortly.,True,
291318,@AmazonHelp Also I preordered this book over a month ago.,order_preorder,order_preorder,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,I’m sorry you’re still waiting. I’ll check the status of your pre‑order and let you know the expected shipping date.,True,
255070,@AmazonHelp @115850 Please reply soon. Deal is getting over soon. Ping.,general_other,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,We apologize for the delay. Your request is being processed and we will get back to you shortly.,False,
91393,@AmazonHelp How can you find my order of i didnt ordered it!! My brother ordered it for me and i received a defective one. And you are not listening at all. Provide me a refund!! This is going to be my last tweet if you are not going to solve @115850,refund_payment,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"We’re sorry to hear that the item you received was defective. Please log in to your Amazon account, go to ""Your Orders,"" and select the order to start a return or refund. If you need further assistance, you can also contact us through the help page in your account. Thank you for your patience.",True,
274697,"@AmazonHelp No reply frm ur team ,evry time i need to beg them..#worstservice#",complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you haven’t received a response. I’ve escalated your concern and will keep you updated. Thank you for your patience.,True,
281426,"@AmazonHelp I've been rung about 15 times today. I didn't contact CS. I have now spoken to someone and the calls have stopped, thankfully. Thank you.",general_other,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,"Thank you for letting us know. We apologize for the inconvenience. If you receive any more calls, please let us know.",False,
230223,@115821 I have been a loyal customer but sadly have been cheated. I brought an iPhone 6s 128gb last year and when it gave issues i took it,technical_device,return_cancellation,ESCALATE,High-risk intent: return_cancellation requires human handling.,"I’m sorry to hear about the issues with your iPhone. Please let me know the order number and the reason for the return, and I’ll help you process a return or replacement.",False,
173445,"Hola @AmazonHelp  necesito de su ayuda, ya que hoy tenían programado una entrega de un libro que compre un día para otro y a un no llegue el libro que compre espero que me pueda ayudar.",delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Lo siento por el retraso. Por favor revisa el estado del pedido en la sección de Pedidos. Si el paquete sigue sin llegar, contáctanos con el número de pedido y te ayudaremos a resolverlo.",True,
274605,@AmazonHelp just got a reply from the customer services team and they've refunded me. would have been nice to have had my case but what can ya do (:,general_other,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"Thank you for letting us know that your refund has been processed. If you have any further questions or need additional assistance, feel free to reach out. We're here to help!",False,
153677,"@AmazonHelp Thanks, that's what I wanted to hear.",general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"You're welcome! If you have any other questions or need further assistance, just let us know.",True,
180595,"@115851 @115850 Hi Team ,  As sugessted I have gone ahead and raised the dispute and its filled with you by my bank.. Request u to please call &amp; update....",refund_payment,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"Thank you for letting us know that you have filed a dispute with your bank. We have received your notification and are reviewing the case. We will keep you updated via email. If you have any additional information, please let us know.",True,
42553,@AmazonHelp I don't think the package is damaged.Rather carrier communication issue. Why else the changing stories ?found out about return from email.,delivery_missing,return_cancellation,ESCALATE,High-risk intent: return_cancellation requires human handling.,"I understand you believe the package is fine and would like to cancel the return. You can do this by going to your Orders page, selecting the order in question, and choosing ""Cancel return."" Let me know if you need any further help with this process.",False,
142857,@AmazonHelp Not able to access the link can you DM me a number.,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Sure, please share your details here: https://t.co/GIJyeYqKE0 and we’ll get in touch with you shortly.",True,
222664,@AmazonHelp Grazie. Una volta ordinato basta ritagliare gli adesivi per adattarli alla dimensione del PC?,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Grazie per la tua domanda! I nostri adesivi sono progettati per adattarsi alla maggior parte delle dimensioni dei PC, ma se necessario puoi ritagliarli. Ti consigliamo di seguire le istruzioni incluse nella confezione per ottenere i migliori risultati.",True,
142128,"Estoy hasta los .... de los señores de @80, no sé si se ríen de mí, de @116928 o de ambos...",general_other,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,"Lamentamos mucho la experiencia que ha tenido. Para poder ayudarle de la mejor manera, ¿podría indicarnos el número de pedido asociado a este caso?",False,
42477,@AmazonHelp Nothing at all.,general_other,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you’re not seeing any updates. I’m looking into this right now and will keep you posted.,False,
337433,wieso springt meine Alexa immer während Filmen an @116316,technical_device,technical_device,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Hallo! Es klingt so, als würde Alexa während des Filmkonsums automatisch aktiviert werden. Oft passiert das, wenn das Aktivierungswort „Alexa“ im Film vorkommt oder die Geräuschpegel zu hoch sind. Du könntest versuchen, das Aktivierungswort zu ändern (z. B. zu „Echo“ oder „Computer“) oder die Geräuschunterdrückung in den Alexa‑Einstellungen zu aktivieren. Wenn das Problem weiterhin besteht, lass es uns wissen – wir helfen dir gern weiter!",True,
140925,@115821 goods never received on March order.  Repeatly contacted seller. #help,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,I’m sorry you haven’t received your March order. Please share the order number so we can check the tracking status and open a missing‑package claim for you.,True,
250584,@AmazonHelp The estimated time is usually twice as long as reality and customers know that. Est delivery in this case is 23-24. It's going to be tough to name it by Fri. The other piece ordered was here on the 20th.,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"I’m sorry the delivery isn’t arriving as expected. Your order is scheduled to arrive between the 23rd and 24th. If it doesn’t arrive by the end of the day tomorrow, please let us know and we’ll investigate further.",True,
69858,@116928 tengo un problema con un envio. Correos me dice que no lo tienen pero la pagina de amazon si pone que ha llegado al transportista gracias,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Hola, lamentamos el inconveniente. ¿Tu pedido fue gestionado por Amazon o por un vendedor externo? Si fue por Amazon, por favor revisa el número de seguimiento y, si el problema persiste, contáctanos a través de nuestro Servicio al Cliente para que podamos ayudarte a localizar tu paquete.",True,
272442,@116875 te amo,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,¡Hola! Gracias por tu mensaje. ¿En qué podemos ayudarte hoy?,True,
108143,@117804 Comprei ;),general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Parabéns pela sua compra! Se precisar de ajuda com o seu pedido ou tiver alguma dúvida, estamos aqui para ajudar.",True,
142911,¿Alguien sabe cuánto dura el Black Friday de @116928? ¿Es solo hoy?,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Hola, el Black Friday de @116928 dura hasta la medianoche de hoy. Para más información puedes visitar el siguiente enlace: https://t.co/NSlEmrGi4U",True,
86217,@AmazonHelp Hola... acordamos la entega dia de ayer pero nadie se ha reportado,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Lamentamos la situación. Por favor, revisa el estado de tu pedido en la sección de Pedidos de tu cuenta. Si el paquete sigue sin llegar, avísanos y lo investigaremos.",True,
320363,"@AmazonHelp wrst srvce, bought moto g5 S + , rported prblm within 10 days but no one is replacing the product. @118702 @4030",return_cancellation,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you’re experiencing this delay. Please share your order details here: https://t.co/GIJyeYqKE0 and we’ll investigate the replacement status for you.,False,
20734,"@120533 @120534 J'ai demandé le remboursement @120533
Coucou @120535 plus la peine de vous pointer (si un jour vous pensiez vraiment livrer)",refund_payment,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"Bonjour, je suis désolé pour la gêne occasionnée. Votre demande de remboursement a bien été prise en compte et sera traitée dans les plus brefs délais. Vous recevrez un e‑mail de confirmation dès que le remboursement sera effectué. N’hésitez pas à me contacter si vous avez d’autres questions.",True,
206000,@AmazonHelp Please read this conversation thread. We’ve been through this already,general_other,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you’re still experiencing issues. I’ll review the conversation thread and get back to you shortly.,False,
129713,@AmazonHelp I completely give up your new in android app chat support is useless and the agents are rude,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,"I’m really sorry to hear that your experience with our chat support has been frustrating. We value your feedback and want to help improve the service. If you could share a bit more about what happened, we’ll do our best to address the issue right away.",True,
284322,@115821 I ordered &amp; did online payment.its not delivered to me. when I call the CS# it says its already delivered. Order 405-9931641-9996321,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"I’m sorry your order hasn’t arrived. Please check the tracking status here: https://t.co/AfxKlWXhD7. If it still shows delivered but you haven’t received it, let us know by filling out this form: https://t.co/GIJyeYqKE0 and we’ll investigate further.",True,
25952,@AmazonHelp Fresh completely ignored my messages and you guys just ask how u can help then disappear when i ask. https://t.co/XPjmFqRyA4,complaint_service,complaint_service,ESCALATE,High-risk intent: complaint_service requires human handling.,I’m sorry you’re having trouble getting a response. Please share the details of your issue here: https://t.co/GIJyeY99fq and we’ll make sure it gets the attention it deserves.,True,
334905,@120474 I still haven't received my tickets for Micky Flanagan on the 12/10/17. Please help!!,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,I'm sorry for the delay. Please review your order and contact us via this link: https://t.co/l9WsIdV4jq,True,
169549,It sucks when you pay extra for @115830 #prime next day delivery on something you ordered Wednesday and see this in your inbox on Friday night. What exactly am I paying extra for? https://t.co/gryAUlYEZr,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"I’m sorry for the delay. Prime next‑day delivery is guaranteed on the date shown at checkout, but sometimes delays happen. Please check the tracking info or let us know the order number so we can look into it. You can also contact us here: https://t.co/JzP7hlA23B",True,
322608,@AmazonHelp @115850 Am sorry the portal link shared is not accessible. Please advise.                                       Order# 402-7304771-1258725 https://t.co/i9NSPiTxUA,technical_device,technical_device,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Please try clearing your browser cache and cookies, then refresh the link. If the issue persists, let us know and we’ll help you further.",True,
215037,@AmazonHelp hi i pre ordered star wars battlefront 2 and haven’t received my beta code,order_preorder,order_preorder,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,Sorry to hear that. Please contact us here so we can help you get your beta code: https://t.co/dbdIABcveT,True,
301085,Wow @AmazonHelp https://t.co/XnorRAovPg,general_other,general_other,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,Thanks for reaching out! How can we assist you today?,True,
327081,"Would love to know what's going on with @115821, taken £79 out of my account for Prime yet apparently I don't have prime? Thanks for that.",account_prime,refund_payment,ESCALATE,High-risk intent: refund_payment requires human handling.,"I’m sorry to hear about the unexpected charge. You can cancel your Prime membership and request a refund by visiting the following link: https://t.co/G3rC5MgehO. If you need further assistance, let me know.",False,
142929,@AmazonHelp Pues que llevo desde las ocho y media de la mañana intentndo colgar un libro. Y es imposible.,general_other,technical_device,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Lo siento por los inconvenientes. ¿Te aparece algún mensaje de error al intentar subir el libro? Intenta usar otro navegador o borrar la caché. Si el problema continúa, envíanos los detalles y te ayudaremos.",False,
105082,@AmazonHelp Leider kam es gestern nicht und heute auch nicht... im System steht seit gestern Ankunft zw gestern und morgen beim Kauf wurde mir aber der Mittwoch garantiert...,delivery_missing,delivery_missing,AUTO,Known low-risk intent with strong historical evidence (top similarity=1.000).,"Es tut uns leid, dass Ihre Lieferung noch nicht eingetroffen ist. Bitte prüfen Sie die Sendungsverfolgung in Ihrem Amazon‑Konto. Falls die Sendung weiterhin nicht zugestellt wird, können wir sie gerne an eine Abholstation umleiten. Wir kümmern uns um Ihr Anliegen.",True,
