tweet_id,author_id,created_at,text,in_response_to_tweet_id
856943,323493,Fri Oct 13 16:19:40 +0000 2017,@AmazonHelp @323492 Hi This customer is referring to Rugby League Team Manager 2018 https://t.co/bRyFHpMP1s,856942.0
921197,390332,Tue Oct 24 14:59:03 +0000 2017,@AmazonHelp i want to know when u r going to resolve it,921196.0
77578,132975,Thu Nov 30 12:27:24 +0000 2017,"@AmazonHelp You see, it's not just the thrill and the throttle for me. It's the storytelling and the cliffhangers that make it, it. And not sure what the form was about, but filled it nevertheless... https://t.co/Hyexcr1JPZ",75819.0
2736363,766806,Tue Nov 28 12:25:11 +0000 2017,@AmazonHelp Já estou no segundo. Hahahaha comecei pelo O Herói perdido! Agora tô no O filho de Netuno! 😁,2736362.0
286334,184213,Fri Oct 06 14:59:39 +0000 2017,"@AmazonHelp Understood, but the building is closed for the day so there won't be anybody to deliver to!",286333.0
1262615,190898,Thu Oct 26 11:14:14 +0000 2017,@AmazonHelp 21 Sep ko delivery hui 2-3 me return apply kia. Aaj 26oct ho gayi h. Ab bol do tum ki out of date ho gya. https://t.co/8ED5lrVmUq,1262612.0
140066,147600,Mon Nov 20 19:37:02 +0000 2017,"@AmazonHelp Voici : C20025897313 Parceque j'ai beau me plaindre à chaque fois (genre colis ouvert pour rentrer les articles 1 par 1 dans ma BaL), vous m'expediez de + en + par Amz Logistics et ça ne va pas mieux. Je vais bien finir par vous quitter hein…",140067.0
2536367,721544,Thu Nov 16 09:34:17 +0000 2017,"@AmazonHelp Are you telling me ^SM ^TD &amp; ^BZ are unfamiliar w/ @115821 policy? Your response was in question form yet, you redirect me as I ask my question. I'll take the customer service survey while you're @5925 &amp; quote me the policy. Staff would in fact know the policy. Who do you work for?",2536366.0
1751594,331458,Tue Nov 07 18:35:51 +0000 2017,"@AmazonHelp 4. the seller by trying to locate the Contact the Seller button on my order, only to find there wasn't one. I therefore tried to leave a &gt;",1751592.0
2981842,822421,Thu Nov 30 05:35:11 +0000 2017,@AmazonHelp ありがとうございます＼(^o^)／,2981841.0
1735453,524014,Tue Oct 17 20:52:50 +0000 2017,@AmazonHelp This was a lightening deal...I will have to pay more for a reorder https://t.co/RvqEcIyVDd,1735452.0
2804246,782180,Wed Nov 22 03:17:26 +0000 2017,@AmazonHelp Not sure what you want...USPS did not leave my package.,2804245.0
2905096,804497,Wed Nov 29 10:09:27 +0000 2017,"@AmazonHelp Comment expliquez-vous que sur l'étiquette du colis il soit inscrit ""weight : 2kg"" alors que le pack Dron Mavic Pro Combo pèse 4,4 kg... ?
Merci de votre aide.",2905093.0
1950127,579254,Wed Oct 18 20:28:49 +0000 2017,@AmazonHelp Thank you but I’m still confused. Is the home hub the same thing that’s controlling my home in my Amazon Eco (bought in September)?,1950126.0
1342635,433139,Fri Oct 27 16:19:29 +0000 2017,"@AmazonHelp Oui, livraison prévue avant 20h mais colis Privé arrête de livrer à 19h et je n'ai toujours pas reçu mon colis alors qu'il est à quelques km",1342634.0
999162,148568,Sun Oct 22 17:30:05 +0000 2017,"@AmazonHelp Second thing is as u told MSOP not guaranteed for COD method , i reffered to your COD T&amp;C and did not find any such terms (1/2) https://t.co/XHeWmk5Ns2",999158.0
1421959,450492,Thu Nov 02 14:59:19 +0000 2017,"@AmazonHelp Hello, its not delivered yet. Can you please speak to delivery person and try to deliver it before 10PM??",1421958.0
765718,303000,Sun Nov 26 08:28:57 +0000 2017,"@AmazonHelp On that link you've sent me, it says that I should get a response within 12 hours and I've heard nothing.",765716.0
1211132,404280,Wed Oct 25 12:37:27 +0000 2017,@AmazonHelp Chatbots who have no idea what they are talking about after a while,1211131.0
38799,124466,Wed Nov 01 14:58:46 +0000 2017,@AmazonHelp No reply to my last tweet. Thank you for replying now tho :) https://t.co/fYVeqY9Quq,38798.0
2834284,788986,Mon Nov 27 14:14:14 +0000 2017,@AmazonHelp It’s been delivered to my place of work. As far as I am aware nobody has attempted to even enter the building.,2834285.0
317698,191821,Sat Oct 07 09:26:54 +0000 2017,@AmazonHelp Dankeschön =),317699.0
2473475,707243,Wed Nov 15 13:01:02 +0000 2017,@AmazonHelp Thank you!!!!,2473477.0
970515,350303,Sun Oct 22 08:01:33 +0000 2017,"@AmazonHelp Sorry, I do not want you to access my account .. I just want an email through which I communicate with the management of the site ..",970512.0
298975,187261,Fri Oct 06 20:20:30 +0000 2017,"@AmazonHelp Seriously why do they just keep getting away with it. The parcel which was left outside for hours the other day was drenched, the box was",298972.0
133756,146143,Tue Nov 21 20:13:23 +0000 2017,"@AmazonHelp Ja, die wissen auch nicht mehr weiter. Der Mitarbeiter gerade hat gesagt, dass er nicht weiß, warum es nicht verschickt wird. 😂",133753.0
661419,277597,Thu Nov 23 01:33:12 +0000 2017,@AmazonHelp its 830 PM and not out of the fulfillment center.  And it says delivery by 9 PM.  Did you even check?  Or is this just more of your read a script but do nothing customer service,661418.0
2752597,770572,Tue Nov 21 01:01:05 +0000 2017,@AmazonHelp Perfecto! Gracias!,2752598.0
2850708,792662,Mon Nov 27 19:25:52 +0000 2017,"@AmazonHelp ...I had a delivery date from you to the 24/7 pickup station. Tracking overview screen tells me it was delivered there, tracking detail screen tells me it was shipped to a place 130 km north instead, a @124285 inquiry gives me an agency address but no date and no opening hours.",2850711.0
754576,300372,Wed Oct 11 15:03:48 +0000 2017,"@AmazonHelp What does that means?..

👉 Package has left the courier facility in DELHI, NEW DELHI, IN",754577.0
134818,146393,Fri Nov 24 09:13:52 +0000 2017,@AmazonHelp No it hasn't and I have tried and every time I review my order it's the same thing. Can yall not just add another $25 gift card to my order?,134817.0
2890472,801356,Tue Nov 28 15:00:52 +0000 2017,@AmazonHelp I’ve logged in but it’s telling me I haven’t placed an order within the last 30 days so I can’t get any further to contact someone,2890471.0
2493707,711845,Wed Nov 15 18:52:02 +0000 2017,"@AmazonHelp Tracking says Arriving today Wednesday, November 15, orders now says Now expected 15 Nov - 17 Nov #202-6491026-1409109  Prime One-Day Delivery Royal Mail Tracked",2493706.0
2292196,665679,Sun Nov 26 16:30:01 +0000 2017,@AmazonHelp Vendido por Amazon. Como lo solucionamos?,2292195.0
1157260,202707,Sun Oct 15 18:19:29 +0000 2017,@AmazonHelp Your apps consistently fail. I have to reset often. It’s right next to the router.  Just tired of it.,1157259.0
215062,167098,Thu Oct 05 02:03:48 +0000 2017,@AmazonHelp Ups. Over an hour late now,215061.0
1580391,401959,Mon Nov 13 06:00:03 +0000 2017,@AmazonHelp Will Amazon solve my problem or I will have to take legal action,1580390.0
1423019,450690,Thu Nov 02 09:45:59 +0000 2017,@AmazonHelp You are welcome,1423018.0
2353758,680121,Mon Nov 13 18:50:54 +0000 2017,@AmazonHelp It’s saying dispatched Sunday the 12th of November,2353763.0
440018,219441,Wed Oct 11 09:52:52 +0000 2017,@AmazonHelp Yes. Already passed. Not got the refund,440019.0
1710145,518120,Thu Nov 09 10:00:34 +0000 2017,@AmazonHelp You are fooling people by sending marble in place of mobile and not responding to customers https://t.co/CSLmCe6iRE,1710144.0
2297720,666952,Sun Nov 12 14:23:03 +0000 2017,@AmazonHelp Waiting for the positive response. @115850,2297719.0
434602,218249,Sat Oct 14 06:48:12 +0000 2017,"@AmazonHelp check your mail before responding, below screenshot for your reference https://t.co/erAgskAcVX",434601.0
292875,185751,Fri Oct 06 16:55:21 +0000 2017,"@AmazonHelp Effectivement, une livraison a échoué aujourd'hui encore. L'adresse de livraison était pourtant très facile à trouver (objectivement !)",292874.0
457741,223703,Fri Dec 01 00:36:45 +0000 2017,@AmazonHelp They didn’t care that I was a prime member,457740.0
476054,228165,Fri Dec 01 11:02:39 +0000 2017,@AmazonHelp We have tried this several times and all the devices .tweeting is our last resort as we have been provided no support else were and he really wants to get started is there a number to call which isn’t in America,476055.0
2399185,389945,Mon Nov 20 11:20:49 +0000 2017,@AmazonHelp Combien de minute svp 😩,2399184.0
1137351,387909,Fri Oct 27 06:15:39 +0000 2017,@AmazonHelp No resolution yet! Where is my money? #Amazonfraud,1137349.0
1493742,124471,Fri Nov 03 11:09:00 +0000 2017,@AmazonHelp anyways i’ve received my Echo. Please help me renew Prime now.,1493740.0
1722919,521254,Tue Nov 07 08:55:28 +0000 2017,@AmazonHelp When asked for support this is what they send,1722918.0
944898,118701,Sun Oct 22 03:26:03 +0000 2017,@AmazonHelp Customer care.on phone gives recoded message to check the app. Is this a joke ?!?!,944897.0
281392,183043,Fri Oct 06 11:42:35 +0000 2017,"@AmazonHelp No. I only put in the initial order an hour ago. They were quick to respond the first time, but now have not replied for about 15 minutes.",281391.0
2863343,795365,Tue Nov 28 00:30:04 +0000 2017,@AmazonHelp サポートに問い合わせして同一アカウントなのは確認出来たのですが、やはり残高表示が出ないため調査になりました。,2863342.0
679900,280286,Thu Nov 23 08:06:08 +0000 2017,@AmazonHelp oh gladly. You cannot even deliver one of your own branded products  - an echo dot - without two complaints. #fail #cxfail,679896.0
2380804,686460,Tue Nov 14 05:55:09 +0000 2017,"@AmazonHelp いえいえ！恐縮です！
此方こそありがとうございました!!これからも宜しくお願い致します！！☺️",2380803.0
2451698,702529,Mon Oct 30 04:44:18 +0000 2017,@AmazonHelp  https://t.co/1rPRs3BRUr,2451697.0
1022898,231135,Sat Oct 14 18:58:27 +0000 2017,@AmazonHelp I emailed amazon and spoke with someone named George and he said to reply to the email with my order number. I got an email back saying: https://t.co/L4QDMvt6Ub,1022897.0
1397283,444641,Sat Oct 28 15:25:47 +0000 2017,@AmazonHelp ... started to play a movie and it played and reactivated the prime account charging me 7.99,1397282.0
812159,128484,Thu Oct 12 19:55:49 +0000 2017,@AmazonHelp  https://t.co/lrKiVl1Xas,812158.0
420030,215024,Tue Oct 10 06:29:38 +0000 2017,@AmazonHelp Wat is the status..?,420029.0
1566723,483565,Sat Nov 04 19:07:10 +0000 2017,@AmazonHelp L'article est bien vendu par Amazon ...,1566681.0
1363821,437561,Fri Oct 27 22:16:12 +0000 2017,@AmazonHelp 31 a 1 https://t.co/0L22OSUXX0,1363820.0
1005065,357888,Sat Oct 14 14:09:39 +0000 2017,@AmazonHelp Thank u. I have read how 2 con-customers cheated Amazon of 50+70 lakhs by fraud claims of receiving empty boxes. Hope my suggestion helps.,1005064.0
172303,146157,Sat Nov 25 02:10:13 +0000 2017,"@AmazonHelp LOL, literally. Called that number, was told to wait until the ""specialists"" contact me, which never happens. Your service is pathetic. I guess @115851 does not care about customers anymore. 😠",172302.0
2312490,164356,Sun Nov 12 22:38:29 +0000 2017,@AmazonHelp Elite Trooper Digital Deluxe for Xbox One,2312488.0
2234247,651722,Thu Oct 19 17:01:20 +0000 2017,"@AmazonHelp livraison en boite aux lettres, c'est vous qui devez savoir qui est le transporteur",2234246.0
1050698,368300,Mon Oct 23 08:31:56 +0000 2017,@AmazonHelp Thank you.,1050697.0
549972,248089,Sat Dec 02 18:36:05 +0000 2017,@AmazonHelp Just because it’s 3 days out of warranty,549971.0
20471,119355,Thu Nov 02 10:02:48 +0000 2017,@AmazonHelp You talked about the Gati courier about our order,20470.0
66190,131141,Tue Nov 28 14:43:15 +0000 2017,@AmazonHelp Is anyone there?? Still no response???,66188.0
2438423,699428,Tue Nov 14 22:07:10 +0000 2017,"@AmazonHelp It doesn't help. All of the links take me to the prime signup page. I can't add my student email because your shit is broken,",2438422.0
843568,159139,Sat Nov 25 10:36:03 +0000 2017,@AmazonHelp Yes but I had to email as I can phone so it'll be to late,843567.0
962107,348293,Sun Oct 22 12:54:26 +0000 2017,@AmazonHelp it says “not available in your location” and I just watched the First Rob Zombie Halloween.,962106.0
113728,141262,Thu Nov 23 20:58:09 +0000 2017,@AmazonHelp gracias!!,113727.0
1374942,360295,Sat Oct 28 01:33:24 +0000 2017,"@AmazonHelp Llevo tres mensajes y ninguno me ha respondido y desde la compra, han pasado 30 días.",1374941.0
752945,297352,Wed Oct 11 14:47:21 +0000 2017,@AmazonHelp That would be appreciated. Thanks,752944.0
684730,283430,Sun Nov 19 10:41:31 +0000 2017,"@AmazonHelp Okay
just got connected with you cc over the phone. will update you",684731.0
872197,327067,Sun Oct 15 03:28:15 +0000 2017,@AmazonHelp @AmazonHelp doesn't even know that there is a technical support team is there. Directly saying that contact with service provider. Why ?,872193.0
93682,136304,Wed Nov 29 18:50:43 +0000 2017,"@AmazonHelp Yes, but this is becoming unacceptable. Every other order from you is late. Spoke to a rep and saw that one part of my order was available via @117795 but wouldn’t schedule the delivery for today.",93683.0
1548700,479417,Sat Nov 04 22:50:15 +0000 2017,"@AmazonHelp I'm using a windows 10 PC and the microsoft edge browser, the only settings I have are streaming quality (best), subtitles and volume",1548699.0
2791936,779202,Tue Nov 21 20:54:14 +0000 2017,@AmazonHelp I actually want to buy a book with 'YELLOW PAGES' in it.... cover doesn't matter.,2791935.0
317879,191859,Sat Oct 07 11:02:38 +0000 2017,"@AmazonHelp I'll print one in the office on Monday. I can first select the locker place and then print the label, right?",317878.0
247424,174791,Thu Oct 05 15:55:25 +0000 2017,@AmazonHelp Thankyou. The return is successful,247423.0
2475912,707772,Wed Nov 15 14:03:49 +0000 2017,@AmazonHelp I want refund so I can buy something else guys.. at least in Amazon wallet? This is really rediculous guys. I will not buy electronic product from @115850,2475919.0
1082912,375440,Mon Oct 23 17:44:43 +0000 2017,"@AmazonHelp Product was late to ship by amazon.ca. Contact Amazon Customer Service to request info and see if shipping date could be met, or I cancel.",1082908.0
77605,133290,Wed Nov 29 18:20:00 +0000 2017,"@AmazonHelp I don't care if its visible to public.

If things will not going on track, I'll share both the Chats here, for all the world and people can see how your executives do what they want and avoiding customers troubles.

@115851 @115821 @115850 @5339",77606.0
1674230,385068,Mon Nov 06 13:59:40 +0000 2017,@AmazonHelp No I didn't because they were coming I was told amazon transport disgusting wait til 6.30 to say not picking one up but nothing for other,1674229.0
546468,247068,Sat Dec 02 17:40:49 +0000 2017,@AmazonHelp Ahora me van a ignorar. Qué crueles 😭,546467.0
950881,345552,Sat Oct 21 20:13:37 +0000 2017,"@AmazonHelp Ayer los compré y me llegaron hoy, excelente servicio 👍🏽",950880.0
1160423,315473,Sun Oct 15 20:49:13 +0000 2017,"@AmazonHelp so, thats a ""i really dont care"", right? https://t.co/593tKCLhJr",1160422.0
364027,202273,Sun Oct 08 19:38:58 +0000 2017,@AmazonHelp We planned our day today around its arrival today.,364026.0
2968380,818838,Wed Nov 29 23:49:51 +0000 2017,@AmazonHelp Now showing tomorrow... https://t.co/rE5UYufNTY,2968379.0
627750,120538,Wed Nov 22 17:46:10 +0000 2017,"@AmazonHelp I am least bothered to give you the details as you guys are not gonna do anything , Each time you commit mistake and ask for the sorry each time but commit the same mistake each and every time I am very disappointed with amazon",627749.0
2619642,740261,Fri Nov 17 16:51:33 +0000 2017,"@AmazonHelp I tweeted my order number so surely you are able to look into it. I paid for next day shipping, hoping to get my order today. The confirmation says it will arrive next week Tuesday! This is ridiculous!",2619641.0
101212,138149,Tue Nov 28 08:16:26 +0000 2017,@AmazonHelp  https://t.co/yXPB5kyvHo,101213.0
2532822,274554,Mon Nov 20 09:04:52 +0000 2017,@AmazonHelp It's clearly written on box oldmrp 320 new mRP 275..why this all you explain... As a big name we trust you have to look in to this and give us genuine  price whichever applicable... Or change the seller.. It's like they are giving you at less price and you are selling morr,2532819.0
2205315,157760,Wed Nov 15 06:14:44 +0000 2017,"@AmazonHelp Trust me, after already almost waiting a week I’ll be right on it",2205314.0
2877029,798639,Tue Nov 28 06:44:57 +0000 2017,@AmazonHelp Kind of. I had a refund for my first subscription due to a possibility of it being fraudulent when my credit card was breached. I resigned up afterwards and have been using Prime until I went to snag a Cyber Monday deal tonight. Now I am being charged again for my membership.,2877028.0
279908,182718,Fri Oct 06 10:16:52 +0000 2017,@AmazonHelp And then they told it will be delivered by today and if I am calling since morning he is telling it will be delivered by night,279905.0
842191,207912,Sun Oct 29 02:23:34 +0000 2017,@AmazonHelp Can you call me,842190.0
1005106,353496,Sat Oct 14 13:19:32 +0000 2017,@AmazonHelp Done with all my formalities and provided all information. Looking for my product soon !!,1005116.0
412314,213143,Tue Oct 10 01:11:30 +0000 2017,@AmazonHelp thats the response I get?,412313.0
176386,157501,Sat Nov 25 00:47:44 +0000 2017,"@AmazonHelp No,after I changed the password I didn’t find any email from amazon account specialist.",176385.0
1587286,488265,Sat Nov 04 23:27:35 +0000 2017,@AmazonHelp @AmazonHelp nobody is rlly helping they filed a report-it’s been 11 days of this person w my account &amp; I just wanna change the login back,1587285.0
921460,338749,Tue Oct 31 10:38:53 +0000 2017,@AmazonHelp Form filled up do the needful.,921459.0
970496,350300,Mon Oct 23 13:06:58 +0000 2017,@AmazonHelp Danke!,970495.0
1856365,554003,Wed Oct 18 07:37:28 +0000 2017,@AmazonHelp your agents are not helping and now asking me to self return .that too form an area that is serviceable by courier pickup,1856364.0
1438237,453794,Thu Nov 02 11:11:44 +0000 2017,"@AmazonHelp And customer wasn't very helpful and more stressful. 3 tries, 2 people, and close to 30 mins to get a decent resolution, #disappointing",1438236.0
974395,351072,Sun Oct 22 03:58:59 +0000 2017,@AmazonHelp そうでしたか。アプリからはリスト上あがってくるのに視聴出来ないのは残念ですね。また再開されることを楽しみに待ってます。,974394.0
729259,294668,Wed Oct 11 09:01:11 +0000 2017,@AmazonHelp grazie lo stesso,729258.0
